Formula,pbe_band_gap,url
Br6Pt2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ae7
Br2N2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ec6
Br2Cu1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a86
C2H2Hf3O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b50
Cr1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c20
Cl2O2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f5e
P2Sn6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418db2
Cl2Cu2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f15
Cl2Ga1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b8d
Co1Ga2S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c08
Mo1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d3d
Br6Fe2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ad2
O2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d94
Au2I2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e6e
Br2Co2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e87
Br2Pt1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aab
C2Mo3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b61
Br2Co2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e86
Br2Hf1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a8f
C2Sc3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b6d
Br2N2Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ebc
Br2Tb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418abb
Br2Pb2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418edf
Cl6Cu2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bcf
S2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dfa
Cl6Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be8
Cl6Cu2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bd0
Ge1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c71
I6Mn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cea
Ag2I2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e4d
Pd2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dc3
Rh1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ddb
I6W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d0a
Au2I2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e71
I6Ru2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cfd
Pd2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dc4
Cu2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c3c
Bi2Cl2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e7b
Br2Nb2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ec9
C1F2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b0f
C1Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b3a
Br2Fe2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e93
Cu2I2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fab
Br2N2Pb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ebb
Co2S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f99
Sc1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e11
Br2Cr2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e8a
Hg1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418caf
Cl2Cr1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b88
Br2Cu2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e8f
Br2W1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ac3
Te2V1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e3a
Cl2Ni1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ba4
Br2S2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eee
Cu2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c3b
As2Si6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a34
C1Mn2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b25
Ga1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c56
Cl2Cu2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f14
Cu1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c38
Ag2Cl2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e48
Cl2Ni2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f54
Cu2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c3e
C1Mo2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b27
Cl2Cu1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b8a
O2Ru2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d88
Cu1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c33
F2Sn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c43
As2C6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a2a
Br2O2Pt2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ed1
Cl6Ru2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bf0
I2Th1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cd5
Br6Ru2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aee
Br2N2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ec2
Te2Ti1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e36
Cl2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bb2
Ag2Cl2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e4a
Ge6P2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c82
C2F2Zr3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b4c
Br2Mo2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb7
Co1Ga2Se4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c09
I2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cd4
Br6W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418afa
Br2Hf2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ea0
Os1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418da7
Co1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c0d
O2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d9f
Cl2Tb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bbb
Br6Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aff
C2H2O2Ti3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b57
I2Nb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cbb
As2Ge6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a2e
Br2Pt2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ee1
Pd2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dc5
S2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418df8
Cl4W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f90
Au2Cl6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a4a
Br2Ir2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eab
Fe2I2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb2
Bi2Ge6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a6a
Br4Nb2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418efc
Hf2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c9c
Cl2O2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f63
Cu1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c39
I6Os2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf3
Cl2W1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bc3
Ba2N1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a5d
Cr1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c24
O2Os2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d77
Hg1Se1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418caa
Br2Se2Tl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ef4
Pb1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dba
S2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418df2
C2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b3b
Au1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a3c
O2Pb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d79
Cl2Os2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f64
Co1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c11
Cl4Y2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f91
Co2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c1c
Cr1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c21
Re1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dd3
Te2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e3e
Cl2Co1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b85
Ga2Mn1S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c5e
O2Rh1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d83
Ag2Cl2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e47
Br2Mo2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb6
Fe2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c52
Bi2Br2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e76
Os2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418daa
Br2Fe2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e95
Ag2Br2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e44
C2Cr3O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b3f
Fe2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c50
Cl2N2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f49
Fe1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c45
Ru1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de7
Br2O2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ed7
Cr2Se4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa6
I6Pt2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf6
Cu2I2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fac
Au1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a41
Fe2O6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb5
I2Ni1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cbd
I6Re2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf8
C1Nb2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b29
C1H2O2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b1a
C1F2Mn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b0a
Cl2Zr1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bc9
Ir1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d22
Nb1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d57
Cl2O2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f5f
Cr3O8, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c2e
Bi2Sn6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a79
Nb1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d5a
Nb1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d56
Fe2S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb6
Au2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a4e
Cl6Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bf6
Br2O2Os2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ece
Fe2P2Se6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c51
Br2Mo2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb4
Ni1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d66
Br2Ge2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e9d
Br2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ab3
Bi2C6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a65
Cl2Se2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f7f
Br2Pd2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ee0
N2Nb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d4c
Br6Ir2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ada
Br2O2Sn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ed5
I6Ru2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cfc
Cl2Hg2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f2b
Cl2Ru2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f70
O2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d90
Cu1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c35
Cl2Se2Sn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f7a
Ru1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de3
Pd1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dc2
Cl6Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bdf
Cl2Pb2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f66
Cl6V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bfc
Hg1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ca5
Co2I2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f96
Ag2Cl6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a08
O2Re2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d82
Au2I2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e70
Cl2Nb2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f50
Al1Br2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a0e
C2O2V3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b68
C2Ti3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b6f
Br2Hg2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ea3
Al2I2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e5a
Cl2Cu2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f17
Cl2Re1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bac
Au2Cl2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e69
Pt2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dcf
C1F2V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b11
Os1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418da4
Cl2N1Sc2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b9f
Br2N2Os2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eba
Br2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ab4
Au1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a40
Ag2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a0c
Re1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dd7
Hg1O1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ca4
C1Mn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b24
Br2N2Tl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ec4
Co2I2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f94
Co2Te6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f9d
O2V1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d97
C2H2O2W3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b59
C2H2O2Ta3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b56
C1H2Hf2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b15
Br6V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418af9
O2Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d7c
Ga2S4Ti1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c63
Br6Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ae5
Pb1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dbb
Hg1S1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ca7
Co2I2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f95
C2Mn3O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b60
C2Cr3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b3c
S2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dfd
Br2Hf2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ea1
C1Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b34
Se2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e1d
C2Mn3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b5f
Cr1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c22
Au1Cl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a3b
Au1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a43
Br2N2Ru2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ebf
Co1Ga2Te4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c0c
Cl2Cu2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f16
Cl2N2Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f43
C2F2Y3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b4a
Te2W1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e3c
Mn1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d2d
Cl2Se2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f7c
Hg1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ca8
Cu2I2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa9
Cr2Te6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa8
Br2In2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ea7
I2Mn1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cb6
Br2Hg2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ea4
Ni2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d6e
I2Y1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cdf
Br2N2Rh2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ebe
Pt2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dce
Ag2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a0b
Nb1S1Se1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d58
I2Ru1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ccb
I2Os1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cbf
Cu1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c34
C2F2Sc3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b45
Cl2N2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f4d
Hg1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cab
Br6Ni2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ae2
