Formula,hse,PBE/$σ_{max}^{GSv}$,(PBE+$σ_{min}^{EN}$)-($σ_{max}^{RCORE}$-PBE),$PBE^{5/6}$,PBE*$σ_{max}^{RCOV}$/($σ_{max}^{GSv}$+$σ_{max}^{RCOV}$)
Hg1I2,1.873574,1.042543298,1.686667,1.0,0.763673322
Cl2Hf1,1.633318,1.077763035,2.003333,1.0,0.806340043
I6In2,1.8002150000000001,1.0378162659999999,1.495,1.0,0.7636733240000001
Cl7Nb3Te1,1.688191,1.0458459359999999,1.6503029999999999,0.991659695,0.798276648
Hf2I2N2,1.8801259999999997,1.043702213,1.7577779999999998,0.991659695,0.7946700940000001
Bi2Ge1Te4,1.459435,1.013946196,1.333809,0.983305337,0.782804993
Br7Nb3S1,1.65258,1.024482127,1.475151,0.983305337,0.786727321
C1O2Zr2,1.7207009999999998,1.054266006,1.746,0.9749367590000001,0.85647973
Br2Ir2O2,1.7157950000000002,1.053351465,2.008889,0.9665537890000001,0.7939934259999999
S2Zr1,1.8447930000000001,1.02040284,1.735,0.9665537890000001,0.770719539
Bi2Te3,1.4789430000000001,0.99709464,1.554,0.958156252,0.758841575
Bi2S1Te2,1.581273,0.978243339,1.381333,0.9413167579999999,0.7531051120000001
Br2Re1,1.381208,0.991674002,1.7633330000000003,0.9413167579999999,0.746588175
B1P1,2.0197279999999997,1.006210876,1.9475,0.93287443,0.759742372
Bi2Se2Te1,1.4820799999999998,0.961736952,1.369333,0.9244167940000001,0.744294004
Bi2O2,1.74167,0.985396055,1.685,0.9244167940000001,0.744294004
H2Si6,1.519255,0.95797456,1.3625,0.9159436540000001,0.760042605
Cl6W2,1.3404399999999999,0.961691669,1.835,0.907454807,0.717642641
Hf1Se2,1.658007,0.9449382890000001,1.446667,0.907454807,0.731907895
Se2Sn1,1.4926540000000001,0.9399228559999999,1.536667,0.898950048,0.7236842109999999
Bi2Se3,1.497507,0.946147119,1.669,0.898950048,0.7236842109999999
S2Sn1,1.687454,0.9407440970000001,1.68,0.898950048,0.7064929109999999
Pd4Se6Tl2,1.615349,0.931567185,1.469444,0.898950048,0.7236842109999999
Bi2Se1Te2,1.49862,0.915005733,1.259333,0.8904291670000001,0.704517685
Cl2O2Ru2,1.8131849999999998,0.9741739229999999,1.817778,0.8904291670000001,0.7449962659999999
S1Se1Zr1,1.693444,0.9422762570000001,1.6244450000000001,0.8904291670000001,0.7577642840000001
Br2O2Ru2,0.318056,0.9436273540000001,1.7755560000000001,0.881891945,0.7155231329999999
Br2Hf1,1.432391,0.912656024,1.523333,0.881891945,0.6903933659999999
Cr1S2,1.516899,0.916862277,1.59,0.881891945,0.6904362540000001
Cl4Hf2,1.6990299999999998,0.92687621,1.7233330000000002,0.881891945,0.693452437
Br4Re2,1.487493,0.917031872,1.623333,0.881891945,0.6903933659999999
O3Te1,2.4243810000000003,1.001841026,2.1125,0.873338163,0.7230520309999999
Mo1O2,1.585265,1.04850087,2.173334,0.8647675909999999,0.7511758890000001
I7Se1Ta3,1.382387,0.843302398,0.9542430000000001,0.847575141,0.626212124
As1In1,1.4945760000000001,0.876108821,1.06,0.838952777,0.6918080120000001
Br6Cr2,1.925844,0.858266621,1.3625,0.838952777,0.650254215
N1Y1,1.853234,0.852649467,1.265,0.830312652,0.6835608120000001
Br2O2Rh2,1.6077219999999999,0.87851647,1.6644439999999998,0.830312652,0.662467922
Bi2Pb2Se5,1.319402,0.844135778,1.2277770000000001,0.830312652,0.657894737
Br6Os2,1.416139,0.8501130709999999,1.41,0.830312652,0.642226385
Cu1In1P2Se6,1.637209,0.8196656379999999,0.904,0.821654509,0.6496710529999999
Se2Zr1,1.5772709999999999,0.838994035,1.251667,0.821654509,0.6496710529999999
I2Zr1,1.3834440000000001,0.8101464509999999,1.135,0.8129780790000001,0.595665191
Cl2Ti1,1.367615,0.8425655670000001,1.603333,0.8129780790000001,0.628945234
O2Sc2,1.1368340000000001,0.85311221,1.24,0.80428309,0.6809373940000001
C1O2Ti2,1.080303,0.8661923309999999,1.254,0.80428309,0.6972663990000001
Hf1I2,1.458021,0.799625703,1.11,0.80428309,0.5880284579999999
As1B1,1.184402,0.8323156709999999,1.525,0.7955692590000001,0.64062334
In2P6,1.434506,0.80686112,1.13875,0.7955692590000001,0.627613261
Br2Cr2S2,2.403195,0.811058343,1.466667,0.786836298,0.618767802
Te2Ti1,1.195117,0.780959354,0.923334,0.786836298,0.5990854520000001
Br2Ga2Se2,1.481455,0.801248277,1.426666,0.7780839070000001,0.595986266
Cl6W2,1.337045,0.799608804,1.535,0.7780839070000001,0.596691634
Ge1S2,1.594178,0.780743838,1.388333,0.769311782,0.586067983
In1Sb1,1.31829,0.753081432,0.8275,0.7517070509999999,0.580894215
Pb1S2,1.3259530000000002,0.761556253,1.401666,0.7517070509999999,0.570011326
Cr1Se2,1.27329,0.7456404459999999,1.126667,0.742873786,0.575657895
F2Si2,1.607268,0.789246575,1.9,0.734019463,0.58269933
Ir2Se2,1.329458,0.7204745370000001,1.2075,0.707326528,0.557512581
Sb2Te3,1.18513,0.692908237,0.98,0.707326528,0.5271952
Br2Ir2S2,1.280025,0.717761192,1.313333,0.707326528,0.54587048
Mo2S2Se2,1.0726040000000001,0.7109375,1.193333,0.698384294,0.556358381
Bi2S2,0.876332,0.695371775,0.95,0.698384294,0.531638574
Hf1Se2,1.322175,0.679506185,0.946667,0.6894191009999999,0.526315789
S2Sc2,0.929982,0.688893092,0.765,0.6894191009999999,0.555706303
As2Te3,1.164498,0.6621977179999999,0.946,0.680430529,0.503231781
Cl2Pd1,1.651635,0.684777017,1.413333,0.680430529,0.5079942270000001
Cd1Ga1In1S4,1.503369,0.653820264,0.731429,0.680430529,0.5057846979999999
Sb2Se1Te2,1.119535,0.6522514,1.043333,0.6714181459999999,0.49596194299999996
Br6Nb2,1.448564,0.656734509,0.975,0.6714181459999999,0.49772544799999996
Sn2Te2,1.12095,0.645620864,0.735,0.662381502,0.48796255299999997
Cl2N2Pt2,1.493005,0.6803854,1.295555,0.662381502,0.516892789
Cl2Ga2Se2,1.7118650000000002,0.668991801,1.1888889999999999,0.662381502,0.50310979
Te2V2,1.1418760000000001,0.632189088,0.7825,0.653320133,0.48891334700000005
Cl4Zr2,1.376439,0.636060822,1.188333,0.6442335570000001,0.475740625
Ge2Te2,1.1497680000000001,0.614286125,1.0375,0.635121276,0.463292749
Br4Zr2,1.2484389999999999,0.61565976,0.968333,0.635121276,0.46561413100000004
S2V1,0.675083,0.618180287,1.025,0.635121276,0.465643055
Ge2Se2,1.069485,0.609259259,1.11,0.6168175029999999,0.460526316
C1Cr2F2,0.604995,0.675352994,1.042,0.6168175029999999,0.518276849
S2Tl2,1.102769,0.603701226,0.57,0.6168175029999999,0.47234017799999994
Se2V2,1.092943,0.605154321,0.815,0.6168175029999999,0.478873239
H2Sn2,1.091518,0.584369836,0.64,0.607624917,0.443741475
Sc2Se2,0.833989,0.59148341,0.5775,0.607624917,0.47723560600000003
N2Sn2,1.146141,0.548305543,0.77,0.570569405,0.41146936799999995
Cr2I2O2,2.312957,0.540668364,1.048889,0.570569405,0.38947339700000005
Cl2Rh2S2,1.3871799999999999,0.551835149,0.9911110000000001,0.561231024,0.42315586299999997
C18,0.9205190000000001,0.72606383,2.05,0.561231024,0.465458109
Se2Zr1,1.202815,0.5310088829999999,0.671667,0.561231024,0.411184211
Te2Zr2,0.802137,0.5141734579999999,0.5875,0.551861461,0.408794036
Se2Tl2,0.9498549999999999,0.517190635,0.4025,0.5424599729999999,0.40486301
Br2Rh2S2,1.069609,0.5115581220000001,0.908889,0.533025781,0.389199904
C1H2O2Y2,0.8945790000000001,0.499533811,0.721071,0.533025781,0.401591976
S2V2,1.0140209999999998,0.508366419,0.6425,0.533025781,0.402210735
Br2S2V2,1.8183939999999998,0.5081038139999999,0.836667,0.533025781,0.39407058100000003
Cl2S2V2,0.868985,0.5038233329999999,0.838889,0.523558072,0.39365305799999994
Cr2I2S2,2.0665400000000003,0.474061385,0.833334,0.514055995,0.343652997
Br2Ti1,0.990368,0.478468446,0.743333,0.514055995,0.361252343
I6Ir2,0.955333,0.46774962200000003,0.4475,0.514055995,0.343652996
Cr2I6,1.834452,0.46680809,0.38,0.514055995,0.343652996
Cl6Co2,1.54203,0.474006191,0.875,0.504518656,0.35478962
Ir2S2,0.8572540000000001,0.480780437,0.775,0.504518656,0.37197171799999995
Bi2Se2,0.675189,0.45981942299999995,0.5025,0.49494512,0.35169936399999996
Cl2Co2S2,1.2094120000000002,0.46136989899999997,0.92,0.485334401,0.348646746
Te2Tl2,0.8167800000000001,0.442471953,0.17,0.485334401,0.338778763
Bi1O2,1.97976,0.476722295,1.31,0.485334401,0.343520311
S1Se1V1,0.6689039999999999,0.45651234,0.6911109999999999,0.485334401,0.35915493
Te2Zr1,1.003659,0.41590757100000003,0.188334,0.46599722,0.31951224100000003
Hf1Te2,0.9526959999999999,0.405425741,0.16333399999999998,0.45626852,0.311524435
Ni1S2,1.071531,0.416731615,0.691666,0.45626852,0.313104813
Cr2Si2Te6,1.475655,0.40229072200000004,0.057333,0.45626852,0.311524436
C2O2Zr3,0.9460209999999999,0.409070435,0.44904700000000003,0.44649815,0.335528143
Br2Co2S2,1.160872,0.411881483,0.8177770000000001,0.44649815,0.307949574
I6Rh2,0.876141,0.37431128700000005,0.2775,0.42682719700000005,0.274922397
Br6Cu2,0.608992,0.381940299,0.4925,0.42682719700000005,0.289001873
Sc2Te2,0.634288,0.377915428,0.085,0.42682719700000005,0.298881635
Cl2Ir2Se2,0.888716,0.396620375,0.732222,0.42682719700000005,0.304097771
Br2Ir2Se2,0.872898,0.380512223,0.69,0.416923816,0.28947677
Cr2Ge2Te6,1.381879,0.3611532,-0.015333000000000001,0.416923816,0.279573212
Cl2Mo1,1.454685,0.369423403,0.826666,0.406973156,0.274155615
Ga2I6,1.071616,0.352897051,0.17875,0.406973156,0.25964893
Br2Se2V2,0.9651360000000001,0.345834452,0.533333,0.386923388,0.268303374
B1Sb1,1.339116,0.34073510799999995,0.5125,0.386923388,0.26078799199999997
Br2Os1,0.320075,0.33134667100000004,0.573333,0.376820694,0.248862725
I6Tl2,0.940457,0.321530861,0.095,0.376820694,0.23673873
As1Na3,0.7485649999999999,0.298214408,-0.44875,0.356449764,0.246564117
Cl4V2,0.38553000000000004,0.30271660300000003,0.618333,0.346177119,0.225775212
Rh2Se2,0.84383,0.29515625,0.3975,0.335843131,0.22832301100000002
O2Rh2,1.050343,0.326612903,0.62,0.335843131,0.246337702
Te2Ti2,0.619563,0.284135583,0.05,0.335843131,0.22180766300000002
Br4Pt2,0.9627049999999999,0.256689285,0.446667,0.304445366,0.19266791600000002
Br2S2Tl2,1.117548,0.259430132,0.208889,0.304445366,0.199449792
Bi2Te3,0.731536,0.24140186,0.114,0.293837033,0.183719539
Br2Pd1,0.991008,0.245837853,0.413333,0.293837033,0.184640086
S2V1,0.425178,0.234482178,0.305,0.283151522,0.17662322800000002
C2O2Ti3,0.44464799999999993,0.24431262399999998,0.030476,0.283151522,0.199218972
Se2Ti1,0.36646799999999996,0.21280864600000002,0.10666700000000001,0.261532097,0.164473684
Cl2Se2V2,1.010059,0.207934681,0.295556,0.250588614,0.162474849
N2Sn2,0.9594530000000001,0.193519603,0.11,0.239548665,0.14522448300000002
Rh2S2,0.5899909999999999,0.175077438,0.185,0.217153409,0.13540987699999998
Br6Co2,1.18674,0.15912483,0.07,0.205782947,0.120417447
Cl2Rh2Se2,0.635817,0.143357771,0.24777800000000003,0.18264990899999997,0.109933301
Cl2S2Tl2,1.0022280000000001,0.130940174,-0.008889,0.170864185,0.10121575199999999
Cr2S6,1.579969,0.116682986,-0.03,0.158913419,0.08831161400000001
Br2Rh2Se2,0.5981449999999999,0.119689059,0.185556,0.158913419,0.091089339
I6Ta2,0.380853,0.09330582400000001,-0.36,0.134442142,0.068730599
Se2Ti2,0.571859,0.097100694,-0.1975,0.134442142,0.077452668
Br6W2,0.505352,0.074448213,-0.03,0.10903896,0.056194809000000005
Pd1Te2,0.596457,0.073221786,-0.326666,0.10903896,0.055914642
Se2Sn1,0.626259,0.06408564900000001,-0.103333,0.095894281,0.049342105
Co2Te2,0.146429,0.052862211,-0.055,0.082377449,0.03993903
I2W1,0.098347,0.031339068,-0.193333,0.053818846,0.022910200000000002
Sb2Sn1Te4,0.24883899999999998,0.031039887999999998,-0.565715,0.053818846,0.023963417999999997
Hf1I2,0.22207800000000003,0.020769499,-0.39,0.038387662,0.015273466000000001
Cl2Pt2Se2,0.297548,0.022055042,0.061111,0.038387662,0.016798419
I2Ti1,0.8593559999999999,0.020797396,-0.35,0.038387662,0.015273466000000001
O2Ru1,0.06592200000000001,0.012493135,0.52,0.021544347000000002,0.008891054
Br2Ge2O2,0.031447,0.010950927,0.187777,0.021544347000000002,0.00802783
C2W3,0.218875,0.011264798000000001,-0.41200000000000003,0.021544347000000002,0.009098568000000001
Sb3Si1,0.18152000000000001,0.010425116,-0.69875,0.021544347000000002,0.008149625
Cl2O2Pd2,0.064779,0.011197401000000001,0.13111099999999998,0.021544347000000002,0.008501659
Ca2Sn2,0.158572,0.010391845,-0.74,0.021544347000000002,0.008233148000000001
Nb2S2,0.233582,0.01081049,-0.135,0.021544347000000002,0.008641272
N2Y1,0.22363400000000003,0.011127762,0.23666700000000002,0.021544347000000002,0.00854451
C6Sb2,0.446615,0.011536755,0.1075,0.021544347000000002,0.008784096
I2W1,0.19683299999999998,0.010446356,-0.23333299999999998,0.021544347000000002,0.007636733000000001
I2Sc1,0.183453,0.010388237,-0.4,0.021544347000000002,0.007636733000000001
C2Ta3,0.325702,0.010883002,-0.76,0.021544347000000002,0.009036785
C1Cr2,0.082784,0.011311438,-0.668334,0.021544347000000002,0.009254944000000001
Hg1Se2,0.927133,0.010684798999999998,-0.196667,0.021544347000000002,0.008223684
Re2Te2,0.160186,0.010575319,-0.33,0.021544347000000002,0.008128622
C1O2Ta2,0.013691,0.011143304,-0.31133299999999997,0.021544347000000002,0.009036785
Br2N2V2,0.047570999999999995,0.010862732,-0.032222,0.021544347000000002,0.00838448
Au1Te2,0.242738,0.010484706,-0.39,0.021544347000000002,0.007987806
Ge1Se2,0.16187,0.010685763999999999,-0.195,0.021544347000000002,0.008223684
Te2Zr1,0.090556,0.010397689,-0.591666,0.021544347000000002,0.007987806
Nb2Se2,0.058448,0.01080054,-0.1425,0.021544347000000002,0.008635215
Fe3Ge1Te2,0.197626,0.010560936000000002,-0.48,0.021544347000000002,0.008506494
I2Mo1,0.403281,0.010434732,-0.26666599999999996,0.021544347000000002,0.007636733000000001
Br2O2Zr2,0.205947,0.010874038999999999,0.045556,0.021544347000000002,0.008558294000000001
O2Rh1,0.066322,0.012515102,0.533334,0.021544347000000002,0.008863366999999999
Br2Pt2Se2,0.150799,0.010880823999999999,0.018889,0.021544347000000002,0.008218516
Cl2W1,0.398903,0.010885805,0.2,0.021544347000000002,0.0080634
Au1O2,0.037663,0.012586491000000002,0.576667,0.021544347000000002,0.008819143
Cl2S2Ta2,0.125095,0.010935876,-0.142223,0.021544347000000002,0.008682911
Rh1Te2,0.459441,0.010466008,-0.43333299999999997,0.021544347000000002,0.007987806
C2F2Nb3,0.194423,0.011091553,-0.158095,0.021544347000000002,0.009002086
C1F2Nb2,0.529618,0.011256876,-0.026000000000000002,0.021544347000000002,0.009002086
Cl2O2W2,0.121396,0.011219173,0.098889,0.021544347000000002,0.008686444
Co1Se2,0.152256,0.010673225,-0.216667,0.021544347000000002,0.008223684
Se2W2,0.029899000000000002,0.010947145,-0.1275,0.021544347000000002,0.00862069
Ag1I2,0.081974,0.010421365,-0.305,0.021544347000000002,0.007636733000000001
